row_id,rating_num
14785,7.084116059973672
15125,5.307658225492585
13095,5.873122889827717
6079,6.472623547936789
16584,6.628691965832126
18508,5.976056935999495
18731,5.8795184698263165
13610,7.483926644807718
21768,3.301310303146458
14463,4.973205881725629
4031,7.104533282904278
22418,6.963637065035664
5288,6.805104982755897
11744,5.528982810103514
4123,5.531536583581832
25449,6.918799502461275
19207,7.489495751825895
4488,5.922785083600575
19810,5.918801701265503
21238,7.322795094881434
18326,8.171192352698032
17178,5.713678002647503
21709,4.960856287416202
4027,6.720270998514833
23561,6.340089411405554
9246,7.3090218279194294
14185,6.525030575949082
23650,7.4868845323269495
29151,6.636495965177381
2585,6.932870673197587
2286,7.524161859234673
3243,5.444196268190414
14552,7.766655229114508
26746,6.289575520816527
12891,5.855047618824834
21499,6.2710702680459
28160,5.662103242090821
14105,6.430546017537825
17309,7.081108441703067
10918,6.503134340318785
24719,5.993572877079366
21121,5.913091907344273
10532,5.531925424218134
26159,4.8598800263486
12023,4.077751992259181
12018,7.5353671851201485
21079,6.164449397361404
9136,3.86665982035211
21235,5.908612239425449
23907,5.342518062649125
8350,6.587435763423675
28069,5.680841905461457
5750,8.149869597011172
27778,5.894810262863517
17016,5.851148210121579
9779,6.096699768478297
17427,6.659182114197558
24122,5.2516994184639785
13958,6.492507577215753
1839,6.988932900763523
14444,5.419246140084177
16671,6.086391852498429
106,6.0473107578015775
22230,6.619472616031752
25307,6.055849904096892
2292,6.446037635498429
27909,6.185322887645499
26929,6.0045084781029106
26110,6.119951713551634
21830,6.255111099723394
25693,7.714353125093312
16496,6.97867266904004
16402,3.942847500476387
26636,5.7538220944446925
18458,5.048294885494191
19122,6.232618390810177
21646,5.2472107239903245
28172,4.6743734257497245
27955,6.4415070934729615
1367,7.104230707294804
12203,3.9446937190763682
20498,5.708370694088326
19714,6.838332003926014
18249,6.531224125932651
29005,7.2212695540743725
25340,5.841966458610703
6245,7.810478255307667
1975,6.068771504388812
25669,5.625888782343462
17560,5.676025064211294
14459,7.885570601821271
29048,7.223681140024607
26839,5.926018083573208
2041,2.5900348751569653
13597,6.048016871002302
25721,5.915775566163546
4004,6.484267114498554
8160,4.89117282228065
8958,6.032988485438238
25944,5.550032341680816
10426,7.356447904416245
26295,5.873595011154418
28538,6.26692062074462
24875,4.983525880382949
11587,7.6618308873628935
21775,4.493893648773954
2299,6.5754141921290055
7789,6.769846446504737
19451,4.33612939419035
12791,7.133749808179458
18833,7.181276920847224
10807,5.650736582532682
16688,7.181941691670619
28470,6.764836330304922
28049,6.309223381885211
25209,6.6318763210271845
4283,3.6619705472575808
7091,6.329097054735535
26829,6.305600052570436
17428,4.608329496114728
27396,6.683351351829215
24624,5.011694935891471
28772,6.134151158275062
9389,5.638566653326151
29088,6.242187767303419
5090,6.903764066557093
16059,7.569315441413948
7680,5.846351803540256
19217,6.204010399737813
4277,5.7136140682399725
6140,6.236824039694387
6797,6.175741051025895
25655,7.617614839282701
4257,6.521686908544282
11931,7.5039723670768455
25268,8.209599273843846
9695,4.711228435573551
27086,6.981775422733691
17772,6.592520514871392
28045,6.91933593083811
20788,7.286459283191566
22520,5.329727565725957
5351,7.264289282279125
20320,6.264769426409635
2611,7.540125591440298
29198,4.96353014147015
14716,5.995854217591384
27235,6.595692176236487
20929,6.580088009237219
27307,5.605523722175511
13659,4.811103038094334
29197,8.119413177625542
28730,6.293966431735829
13701,7.023027874606821
26933,5.977803470931708
5976,8.194992851546004
27435,5.643750979325122
870,5.162087816740846
3183,6.690914270036806
10497,5.99798712696783
20692,6.087158558563533
24687,6.505435664074676
11217,6.276480716905822
25124,6.170657707861742
4475,7.594945785691334
22241,7.021608776725603
3782,6.603712251769653
25034,5.833713076643293
205,7.795968770881458
18590,6.194998323202077
1825,6.108808242604665
28862,6.173237301606914
3758,5.584822472420019
29004,5.215708420960086
17773,4.74481884498215
15161,7.205652056259888
14683,6.019826023995827
11875,5.877299878891031
24247,8.535291188787848
1203,6.773977196928967
21696,4.461668973912462
16741,6.55812764735344
24362,6.505038790011995
10656,5.489132689705352
23618,5.031681789126423
14301,6.604661623164931
26200,5.457146255394089
23175,6.202895270252516
3639,6.385409484258572
28233,5.511098693828214
27057,6.025709843058364
25026,6.676716450479454
12961,5.03424943898311
13767,8.17580177595012
26169,7.386292571324639
25838,6.265056600232353
26202,6.0496701672207935
22159,6.508821502703648
4777,6.558461031693874
14632,6.814505761018655
11757,7.342038267843697
3116,6.46097343679702
6173,7.7762031110609025
3723,2.2441089274330714
19493,6.351453530453468
4207,6.650575153712117
14079,6.492161931880505
7613,6.690029208368043
27313,6.71851029046562
19002,6.3150639163355216
